2026-04-20 14:05:15.208 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +15.7%(≥+15%), 5일 수익률 +30.5%(≥+25%), RSI 84
2026-04-20 14:10:15.145 | INFO     | __main__:check_signals:616 - LLM 보류: 퍼스텍 BUY — 1일 수익률 +17.2%(≥+15%), 5일 수익률 +32.2%(≥+25%), RSI 84(≥80) 등 BUY 보류 조건 다수 해당. 단일일 급등·단기 누적 급등·과열 RSI가 동시에 발생한 전형적 과열 구간으로 매수 진입 차단.
2026-04-20 14:10:18.782 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [093370|후성] BUY: 보류 — 5일 수익률 +18.6%, 20일 수익률 +82.0%로 단기 급등 누적이 과도하며, RSI
2026-04-20 14:10:18.837 | INFO     | __main__:check_signals:616 - LLM 보류: 후성 BUY — 5일 수익률 +18.6%, 20일 수익률 +82.0%로 단기 급등 누적이 과도하며, RSI 77로 과열 경계권 진입. 추가 상승 여력보다 되돌림 리스크가 높아 BUY 진입 보류.
2026-04-20 14:10:27.207 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [034220|LG디스플레이] BUY: 보류 — RSI 81로 과열 구간 진입한 상태에서 5일 수익률 +12.3%, 20일 +26.2%의 
2026-04-20 14:10:27.271 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 BUY — RSI 81로 과열 구간 진입한 상태에서 5일 수익률 +12.3%, 20일 +26.2%의 단기 급등 누적 — BUY 보류 조건(RSI ≥ 80 AND 1일 수익률 ≥ +7%)의 RSI 조건 충족 및 단기 누적 과열로 추가 매수 부적절.
2026-04-20 14:10:30.855 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [001440|대한전선] BUY: 보류 — 5일 수익률 +27.1%로 단기 급등 누적 기준(≥ +25%)을 초과하며, RSI 77에 
2026-04-20 14:10:30.922 | INFO     | __main__:check_signals:616 - LLM 보류: 대한전선 BUY — 5일 수익률 +27.1%로 단기 급등 누적 기준(≥ +25%)을 초과하며, RSI 77에 거래량 2.4배까지 동반되어 과열 신호가 뚜렷함. BUY 진입 보류.
2026-04-20 14:10:34.910 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [005930|삼성전자] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 위치하고, RSI 75(과열 아님), 1일 수
2026-04-20 14:10:34.972 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전자 SELL — 현재가가 MA5·MA20·MA60 모두 위에 위치하고, RSI 75(과열 아님), 1일 수익률 +0.3%(보합), 5일 수익률 +5.0%로 상승추세 중 일시 눌림에 해당하며 SELL 보류 5개 조건을 모두 충족함.
2026-04-20 14:10:39.076 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [006340|대원전선] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 위치하고, RSI 68(과열 미달), 1일 +
2026-04-20 14:10:39.139 | INFO     | __main__:check_signals:616 - LLM 보류: 대원전선 SELL — 현재가가 MA5·MA20·MA60 모두 위에 위치하고, RSI 68(과열 미달), 1일 +3.6%, 5일 +16.3%로 상승추세 유지 중이며 거래량도 평균 수준(1.0배)으로 SELL 보류 5개 조건을 모두 충족하는 전형적인 상승추세 중 눌림 구간에 해당.
2026-04-20 14:10:54.519 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [489790|한화비전] BUY: 보류 — RSI 71 + 1일 수익률 +7.4%로 "RSI ≥ 80 AND 1일 ≥ +7%" 기준에
2026-04-20 14:10:54.757 | INFO     | __main__:check_signals:616 - LLM 보류: 한화비전 BUY — RSI 71 + 1일 수익률 +7.4%로 "RSI ≥ 80 AND 1일 ≥ +7%" 기준에는 미달하나, 단일일 +7.4% 급등에 거래량 1.9배 동반으로 단기 과열 진입 초입 신호가 명확함. 추가 상승 여력보다 단기 되돌림 리스크가 높아 BUY 보류.
2026-04-20 14:11:00.744 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [090460|비에이치] BUY: 보류 — RSI 80 AND 1일 수익률 +6.8%로 BUY 보류 조건(RSI ≥ 80 AND 1일
2026-04-20 14:11:00.808 | INFO     | __main__:check_signals:616 - LLM 보류: 비에이치 BUY — RSI 80 AND 1일 수익률 +6.8%로 BUY 보류 조건(RSI ≥ 80 AND 1일 수익률 ≥ +7%)에 근접하며, 5일 수익률 +43.1%는 단기 급등 누적 기준(+25%)을 크게 초과해 과열 상태로 판단.
2026-04-20 14:11:04.320 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [005690|파미셀] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 74(과열 전), 1일 +2.9
2026-04-20 14:11:04.383 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 74(과열 전), 1일 +2.9%, 5일 +8.5%로 상승추세 중 SELL 보류 5조건을 모두 충족하는 전형적인 상승추세 유지 구간이므로 SELL 신호를 보류한다.
2026-04-20 14:11:08.538 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [000990|DB하이텍] BUY: 보류 — 1일 수익률 +16.6%(≥+15%), RSI 87(≥80 + 급등 동반), 5일 수익률 
2026-04-20 14:11:08.600 | INFO     | __main__:check_signals:616 - LLM 보류: DB하이텍 BUY — 1일 수익률 +16.6%(≥+15%), RSI 87(≥80 + 급등 동반), 5일 수익률 +28.9%(≥+25%) — BUY 보류 조건 다수 동시 충족. 단기 과열 극심, 추격 매수 차단.
2026-04-20 14:11:10.573 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:9 SELL:3 HOLD:18 오류:0
2026-04-20 14:15:01.247 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,290,141원, 손익 -15,715원 (0.00%), 보유 9종목
2026-04-20 14:15:05.669 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [019170|신풍제약] BUY: 보류 — 5일 수익률 +16.3%로 단기 급등 누적 상태이며, 전일 대비 -9.9% 급락 + 거래량
2026-04-20 14:15:05.717 | INFO     | __main__:check_signals:616 - LLM 보류: 신풍제약 BUY — 5일 수익률 +16.3%로 단기 급등 누적 상태이며, 전일 대비 -9.9% 급락 + 거래량 4.5배 음봉으로 강한 매도 압력이 확인됨. BUY 진입 시 추가 하락 리스크가 높아 보류.
2026-04-20 14:15:08.929 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI 90으로 극단적 과매수 단독 조건 충족, 5일 수익률 +17.0% 및 20일 +56
2026-04-20 14:15:08.959 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전기 BUY — RSI 90으로 극단적 과매수 단독 조건 충족, 5일 수익률 +17.0% 및 20일 +56.3%로 단기 급등 누적 상태이므로 BUY 진입 차단.
2026-04-20 14:15:14.125 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +16.8%(≥+15%)로 단일일 급등 조건 해당, RSI 84(≥80)에 1
2026-04-20 14:15:14.160 | INFO     | __main__:check_signals:616 - LLM 보류: 퍼스텍 BUY — 1일 수익률 +16.8%(≥+15%)로 단일일 급등 조건 해당, RSI 84(≥80)에 1일 +16.8%(≥+7%) 과열 동반 급등 조건도 동시 충족. 5일 수익률 +31.8%(≥+25%) 단기 급등 누적까지 복수 보류 조건 해당으로 매수 차단.
2026-04-20 14:15:19.621 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [093370|후성] BUY: 보류 — 5일 수익률 +18.6%, 20일 +82.0%의 단기 급등 누적 상태이며, 전일 +22.4
2026-04-20 14:15:19.652 | INFO     | __main__:check_signals:616 - LLM 보류: 후성 BUY — 5일 수익률 +18.6%, 20일 +82.0%의 단기 급등 누적 상태이며, 전일 +22.4% 급등 후 오늘 -5.9% 하락 중으로 고점 부근 변동성 확대 구간. BUY 진입 시 고점 매수 리스크 과대.
2026-04-20 14:15:27.165 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [034220|LG디스플레이] BUY: 보류 — RSI 81로 과열 구간 진입(≥80) 상태에서 5일 수익률 +12.1%, 20일 +26.
2026-04-20 14:15:27.203 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 BUY — RSI 81로 과열 구간 진입(≥80) 상태에서 5일 수익률 +12.1%, 20일 +26.0%의 누적 급등이 동반되어 BUY 보류 조건(RSI ≥ 80 AND 단기 급등 누적)에 해당함.
2026-04-20 14:15:31.119 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [001440|대한전선] BUY: 보류 — 5일 수익률 +26.9%로 단기 급등 누적 기준(≥+25%) 초과, RSI 77 + 거래량
2026-04-20 14:15:31.162 | INFO     | __main__:check_signals:616 - LLM 보류: 대한전선 BUY — 5일 수익률 +26.9%로 단기 급등 누적 기준(≥+25%) 초과, RSI 77 + 거래량 2.4배 동반 과열 상태로 추가 상승 리스크보다 되돌림 리스크가 높음.
2026-04-20 14:15:34.700 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [005930|삼성전자] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 위치하고, RSI 75(과열 전), 1일 수익
2026-04-20 14:15:34.729 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전자 SELL — 현재가가 MA5·MA20·MA60 모두 위에 위치하고, RSI 75(과열 전), 1일 수익률 +0.1%(보합), 5일 수익률 +4.7%로 상승추세 중 일시 눌림 조건 5가지를 모두 충족하므로 SELL 보류.
2026-04-20 14:15:39.167 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [006340|대원전선] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 69(과열 미달), 1일 +4.
2026-04-20 14:15:39.204 | INFO     | __main__:check_signals:616 - LLM 보류: 대원전선 SELL — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 69(과열 미달), 1일 +4.5%, 5일 +17.4%로 상승추세 유지 중이며, 거래량도 평균 수준(1.0배)으로 이탈 신호 없음. SELL 보류 5조건(MA20 위, MA5 위, RSI≥50, 1일≥-1%, 5일≥+1%) 모두 충족하는 상승추세 중 일시 조정 국면으로 판단.
2026-04-20 14:15:54.039 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [489790|한화비전] BUY: 보류 — RSI 71이며 1일 수익률 +7.4%로 "RSI ≥ 80 AND 1일 수익률 ≥ +7%"
2026-04-20 14:15:54.073 | INFO     | __main__:check_signals:616 - LLM 보류: 한화비전 BUY — RSI 71이며 1일 수익률 +7.4%로 "RSI ≥ 80 AND 1일 수익률 ≥ +7%" 조건에는 미달하나, 단일일 +7.4% 급등에 거래량 1.9배 동반으로 단기 과열 신호가 뚜렷하여 추격 매수 리스크가 높음.
2026-04-20 14:15:58.572 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [090460|비에이치] BUY: 보류 — RSI 80 AND 1일 수익률 +7.2%로 BUY 보류 조건(RSI ≥ 80 AND 1일
2026-04-20 14:15:58.607 | INFO     | __main__:check_signals:616 - LLM 보류: 비에이치 BUY — RSI 80 AND 1일 수익률 +7.2%로 BUY 보류 조건(RSI ≥ 80 AND 1일 수익률 ≥ +7%) 정확히 해당하며, 5일 수익률 +43.5%로 단기 급등 누적 조건(≥ +25%)도 동시 충족 — 과열 매수 차단.
2026-04-20 14:16:02.775 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [005690|파미셀] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 상회, RSI 74(과열 미달), 1일 +3.1%,
2026-04-20 14:16:02.807 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — 현재가가 MA5·MA20·MA60 모두 상회, RSI 74(과열 미달), 1일 +3.1%, 5일 +8.7%로 SELL 보류 5개 조건을 모두 충족하는 명백한 상승추세 중 일시 눌림 구간이 아닌 상승 지속 국면이며, 거래량도 평균 수준으로 이상 신호 없음.
2026-04-20 14:16:07.162 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [000990|DB하이텍] BUY: 보류 — 1일 수익률 +17.0%(≥+15%), 5일 수익률 +29.4%(≥+25%), RSI 87
2026-04-20 14:16:07.206 | INFO     | __main__:check_signals:616 - LLM 보류: DB하이텍 BUY — 1일 수익률 +17.0%(≥+15%), 5일 수익률 +29.4%(≥+25%), RSI 87(≥80) 등 BUY 보류 조건 다수 해당. 단일일 급등·단기 누적 급등·극단적 과매수가 동시에 나타나는 전형적 과열 상태로 매수 진입 차단.
2026-04-20 14:16:09.490 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:9 SELL:3 HOLD:18 오류:0
2026-04-20 14:20:01.674 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,287,681원, 손익 -18,175원 (0.00%), 보유 9종목
2026-04-20 14:20:08.265 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [019170|신풍제약] BUY: 보류 — 5일 수익률 +16.0%로 단기 급등 누적 상태이며, 1일 -10.1% 급락 + 거래량 4
2026-04-20 14:20:08.294 | INFO     | __main__:check_signals:616 - LLM 보류: 신풍제약 BUY — 5일 수익률 +16.0%로 단기 급등 누적 상태이며, 1일 -10.1% 급락 + 거래량 4.6배 음봉은 강한 매도 압력 신호로 추가 하락 리스크가 높아 BUY 진입 부적절.
2026-04-20 14:20:12.097 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI 90으로 극단적 과매수 단독 조건 충족, 5일 수익률 +16.9%로 단기 급등 누적
2026-04-20 14:20:12.127 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전기 BUY — RSI 90으로 극단적 과매수 단독 조건 충족, 5일 수익률 +16.9%로 단기 급등 누적 조건도 해당되어 BUY 보류.
2026-04-20 14:20:17.521 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +17.1%로 단일일 급등 기준(≥+15%) 초과, RSI 84로 과열 구간(
2026-04-20 14:20:17.556 | INFO     | __main__:check_signals:616 - LLM 보류: 퍼스텍 BUY — 1일 수익률 +17.1%로 단일일 급등 기준(≥+15%) 초과, RSI 84로 과열 구간(≥80) 진입, 5일 수익률 +32.1%로 단기 급등 누적 기준(≥+25%)도 초과 — 3개 BUY 보류 조건 동시 충족.
2026-04-20 14:20:22.162 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [093370|후성] BUY: 보류 — 5일 수익률 +18.6%, 20일 수익률 +82.0%로 단기 급등 누적 상태이며, 전일 +
2026-04-20 14:20:22.187 | INFO     | __main__:check_signals:616 - LLM 보류: 후성 BUY — 5일 수익률 +18.6%, 20일 수익률 +82.0%로 단기 급등 누적 상태이며, 전일 +22.3% 급등 후 오늘 -5.9% 되돌림 진행 중으로 추세 불안정. RSI 77은 과열 근접 구간으로 추가 상승 여력보다 조정 리스크가 더 높음.
2026-04-20 14:20:29.178 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [034220|LG디스플레이] BUY: 보류 — RSI 81로 과열 구간 진입, 5일 수익률 +12.1%로 단기 급등 누적 상태이며, 20
2026-04-20 14:20:29.205 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 BUY — RSI 81로 과열 구간 진입, 5일 수익률 +12.1%로 단기 급등 누적 상태이며, 20일 +26% 누적 상승으로 추가 매수 시 고점 진입 리스크가 높음. BUY 보류 조건(RSI ≥ 80 AND 1일 수익률 기준 외 누적 과열) 해당.
2026-04-20 14:20:33.297 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [001440|대한전선] BUY: 보류 — 5일 수익률 +26.7%로 단기 급등 누적 기준(≥+25%) 초과. RSI 76에 거래량 
2026-04-20 14:20:33.322 | INFO     | __main__:check_signals:616 - LLM 보류: 대한전선 BUY — 5일 수익률 +26.7%로 단기 급등 누적 기준(≥+25%) 초과. RSI 76에 거래량 2.4배 급증까지 동반되어 과열 매수 차단 조건 해당.
2026-04-20 14:20:36.839 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [005930|삼성전자] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 75(과열 전), 1일 수익률 
2026-04-20 14:20:36.875 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전자 SELL — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 75(과열 전), 1일 수익률 +0.1%(거의 보합), 5일 수익률 +4.7%로 SELL 보류 5조건을 모두 충족하는 명백한 상승추세 중 일시 눌림에 해당한다.
2026-04-20 14:20:41.638 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [006340|대원전선] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 69(과열 미도달), 1일 +4
2026-04-20 14:20:41.665 | INFO     | __main__:check_signals:616 - LLM 보류: 대원전선 SELL — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 69(과열 미도달), 1일 +4.2%, 5일 +17.1%로 상승추세 유지 중이며 거래량도 평균 수준(1.1배)으로 추세 이탈 근거가 부족해 SELL 보류 5개 조건을 모두 충족한다.
2026-04-20 14:20:57.417 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [489790|한화비전] BUY: 보류 — RSI 71 + 1일 수익률 +7.4%로 "RSI ≥ 80 AND 1일 ≥ +7%" 조건에
2026-04-20 14:20:57.452 | INFO     | __main__:check_signals:616 - LLM 보류: 한화비전 BUY — RSI 71 + 1일 수익률 +7.4%로 "RSI ≥ 80 AND 1일 ≥ +7%" 조건에는 미달하나, 단일일 +7.4% 급등에 거래량 1.9배 동반으로 단기 과열 진입 초기 신호가 뚜렷함. 추가 상승 여력보다 단기 되돌림 리스크가 높아 BUY 보류.
2026-04-20 14:21:03.940 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [090460|비에이치] BUY: 보류 — RSI 80 AND 1일 수익률 +6.8% — BUY 보류 조건(RSI ≥ 80 AND 1
2026-04-20 14:21:03.967 | INFO     | __main__:check_signals:616 - LLM 보류: 비에이치 BUY — RSI 80 AND 1일 수익률 +6.8% — BUY 보류 조건(RSI ≥ 80 AND 1일 수익률 ≥ +7%)에 거의 근접하며, 5일 수익률 +43.1%로 단기 급등 누적(≥ +25% 조건 초과) 해당. 과열 매수 차단.
2026-04-20 14:21:08.504 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [005690|파미셀] SELL: 보류 — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 74(과열 미달), 1일 +3.
2026-04-20 14:21:08.542 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — 현재가가 MA5·MA20·MA60 모두 위에 있고, RSI 74(과열 미달), 1일 +3.2%, 5일 +8.7%로 상승추세 중 SELL 보류 5조건을 모두 충족하는 명백한 상승추세 구간이며, 거래량도 평균 수준으로 이상 신호 없음.
2026-04-20 14:21:14.037 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [000990|DB하이텍] BUY: 보류 — 1일 수익률 +17.0%(≥+15%)와 5일 수익률 +29.4%(≥+25%) 모두 단기 급
2026-04-20 14:21:14.062 | INFO     | __main__:check_signals:616 - LLM 보류: DB하이텍 BUY — 1일 수익률 +17.0%(≥+15%)와 5일 수익률 +29.4%(≥+25%) 모두 단기 급등 차단 조건에 해당하며, RSI 87(≥80)과 거래량 2.6배 급증까지 극단적 과열 신호가 중첩됨.
2026-04-20 14:21:15.027 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:9 SELL:3 HOLD:18 오류:0
2026-04-20 14:25:02.188 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,279,286원, 손익 -26,570원 (0.00%), 보유 9종목
2026-04-20 14:25:07.318 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [019170|신풍제약] BUY: 보류 — 5일 수익률 +15.9%에 달하는 단기 급등 누적 상태이며, 전일 대비 -10.1% 급락 
2026-04-20 14:25:07.385 | INFO     | __main__:check_signals:616 - LLM 보류: 신풍제약 BUY — 5일 수익률 +15.9%에 달하는 단기 급등 누적 상태이며, 전일 대비 -10.1% 급락 + 거래량 4.6배 폭증은 강한 매도 압력 신호로 추가 하락 위험이 높아 매수 진입 부적절.
2026-04-20 14:25:11.949 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI 90으로 극단적 과매수 단독 조건에 해당하며, 20일 수익률 +56.3% / 5일 
